tweet,polarity
@convomf biarin aja gasih sanksi sosial biar org2 salah sasaran KIPK juga ketampar dan takut ma kekuatan BIN (Badan Intelijen Netizen). moga yg lain yg udh kaya jg cpet menyusul pencabutan,neutral
orang indo blunder parah padahal masalahnya cuman kipk salah sasaran kok pake nyerang yg lain dah,negative
aku baru tau di tahun 2024 kalau ada yg namanya kipk padahal programnya bagus ya.... tp dari dulu yang namanya bantuan pemerintah gini emang sering salah sasaran jangankan pendidikan bantuan makanan aja yang dapet orang-orang dengan rumah yang ada garasi mobilnya.,negative
@undipmenfess Jangankan kipk Beasiswa bidikmisi aja juga banyak yg salah sasaran wkwk,negative
Witchhunt jg mnrt gw ga sepenuhnya salah. Justru mrk ngumpulin data2 buat perjuangin biar kipk lbh tepat sasaran. Kl ga begini emang bakal ketauan ternyata bnyk org2 yg ga tepat sasaran? Bebas flexing hedon sana sini? Harapannya biar ngasih tau ada mslh nyata biar ada perbaikan.,negative
Ngomong-ngomong kipk yang lagi rame pas beberapa hari setelah lebaran om ku yg org pemerintahan banggain pelayanan kipk dan pemerataan beasiswanya yg katanya tepat sasaran mama papa sama aku cuma bisa senyum. Banyak bgt yang salah sasaran tp kita males debat. Dan bener aja ,negative
Rame berita soal KIPK salah sasaran. Gw kalo beruntung dapet kipk bakal gw tabungin bener2 buat biaya ukt gw bukan malah ngerasa dape duit terus bisa begaya ,negative
@miutlak sebel bgt emang dari dulu penerima kipk banyak yg salah sasaran,negative
@undipmenfess kok banyak kalii bah kasus KIPK salah sasaran ,negative
@niwseir Halooo kak aku mahasisw undip dan dulu dapet KIPK Ada beberapa poin yg salah menurutku di thread ini iya memang banyak bgt yg masih tepat sasaran dan dari pihak undip pun membolehkan kok utk melaporkan mhs yg salah sasaran. Berikut aduan resminya https://t.co/a7H284zHAv,negative
Seru bgt bacain menfess undips yg bahas penerima beasiswa KIPK salah sasaran ,negative
Bukan cuma KIPK kek pra-kerja PKH bansos Pemodalan UMKM bahkan pembagian penerima zakat aja banyak yang salah sasaran sebenernya.,negative
@niwseir Intinya klo lu ga mampu ya tepat sasaran hujatan dll itu bukan buat lu jadi gausah merasa ikut dihujat Nyatanya emang banyak yg salah sasaran wajar kalo orang2 pada marah sama yg salah sasaran Apalagi dari orang2 ya ga cukup kaya buat kuliah dan ga cukup miskin buat dapet kipk,negative
Rame banget masalah penerima kipk yg salah sasaran,negative
@gksangguplgi itu yg kipk salah sasaran itu kan?,negative
seru ni drama kipk salah sasaran,negative
Kipk selalu salah sasaran ada baiknya sih survey rumah sesuai ktp kayak dulu bikin sktm aja. ‍️,negative
@undipmenfess im not dipo student tapi menfess kelen ini suka nongol di tl aku. sebenernya kipk ini kriterianya apa ajasi? emang gak di crosscheck? kok bisa salah sasaran gini? beasiswa ini di undip aja atau ada di ptn lain? maap anak swasta awam ,negative
@undipmenfess kok bisa ya jirr pelajaran buat pak rektor baru nih kedepannya kipk harus diberikan ke yg lebih membutuhkan bukan salah sasaran gini aku liat keknya bnyak juga yg kasusnya gitu cm karna ga keliatan aja kek gini contohnya,negative
Ini tandanya lu marah karena salty ga dapet kipk bukan perihal kipk salah sasaran,negative
cant we just agree... kl kipk emg masih banyak yg salah sasaran. faktanya emg gt kok. gausah baik2 amat sama pemerintah lah kl penyalurannya emg perlu dikritik.,negative
that (((kebutuhan tersier))) kobisa yaa undip kecolongan mahasiswa penerima kipk apa ga dicek sii sampe salah sasaran. padahal dulu temenku ada yg bener butuh aja ditolak,negative
Iya dia salah tapi bayangin kamu punya teman kepercayaan masukin group rahasia tapi disebarkan Salah sasaran kipk ini bukan hal yg baru banyak bngt bngt! Dulu temen bidikmisi juga banyak yg ngemall serba branded jauh dari orang berkekurangan Dia salah sudah minta maaf ,negative
Kta gw kasus orang penerima kipk salah sasaran gini terus di spill deh. Byk bgt soalnya bukan si mba koket aja,negative
Menanggapi isu kipk salah sasaran yg beredar ini sbg msyrkt q cuma mw berpendapat sebaiknya kipk ini dievaluasi lebih ketat lagi + yg terbukti melanggar persyaratan selain kipk nya dicabut bs dikenai denda &amp; balikin semua duit² yg udh dikasih ke dia biar efeknya bnrn bikin jera,negative
@SpektrumMerah lo tidur apa gimana? sebanyak itu kasus kipk salah sasaran di ugm seliweran dari kemarin,negative
@tanyarlfes Akun undip menfess ini kek lagi ngejar buronan koruptor yah anjir. Case ini gw yakin bukan cuma di Undip aja sih. Yg lain kalo mau spill nyusul ya keburu pada lulus wkwk. Gw ga ada maksud buat provokasi sih tapi sebel aja kalo dana KIPK salah sasaran dan salah penggunaan,negative
@Tsambatteros @convomf Tapi yang pake kipk yang bener bener butuh juga banyak mba... tp yg salah sasaran juga banayk...,negative
Woi ini menfess UB juga dong :(( jangan tren bucin /nyari ayang mulu. Seru nih kalo di UB juga ada yg viralin penerima kipk yang salah sasaran,negative
duh rame juga para penerima kipk yg salah sasaran ini sy jadi tergiur ingin spill,negative
Aku suka netizen indonesia ni masih pada melek trus mau kritisi masalah kipk yang salah sasaran ini terus ulik yang lain ya zen. Makasih netizen indonesia,negative
problemnya adalah penerima kipk pda salah sasaran smua. menurutku biar gk salah sasaran gini tuh sbelum nentuin siapa yg berhak neruma kipk hrus di survei lngsung ke rumahnya aja. biar tw aj itu data yg di submit asli atau settingan jd gk cuma seleksi berkas/form penghasilan itu.,negative
klo dnger hal penerima kipk yg salah sasaran bisa hedon itu aku kesel. soalnya kedua ortuku ASN. aku kena UKT 7 juta (2018) pdhal di fib yg gk ada prakteknya. ortuku jga biayain kakaku yg msih kuliah saat itu :(( meskipun ortuku gak keberatan sama sekali soal biaya kami,negative
Kipk itu emang kadang salah sasaran ga jauh-jauh di sekitar aku juga gitu :) Yang lebih butuh malah ga dapet :),negative
@1shittalkerr biasaa kipk salah sasaran. dia influencer bisa beli ipong macbook tas branded dior dll tapi ternyata anak kipk,negative
@whereissunny gue tau banyak ija2 diluar sana kipk salah sasaran tuh bukan cuma ke satu atau dua orang aja tpi banyaaak. Jadiii untuk kalian yg seharusnya ga dapet tolong refleksi diri diluar sana masih banyak orang yg lebih butuh. JANGAN NUNGGU DIRUJAK DLU BARU MENGUNDURKAN DIRI!!,negative
Rame amat kasus penerima kipk salah sasaran,negative
@Babyproms @tanyarlfes Tapi sekali baca itu kalimatnya orang² bakal nangkep semua yg keterima KIPK itu salah sasaran &amp; Orang-orang kaya aja.,negative
yall with this kipk thingy.. kadang gue kepikiran ni agak mirip2 sm iisma. banyak bgt target ga tercapai dan jd salah sasaran,negative
@scn00ra @matchaforsun cah undip kipk salah sasaran,negative
Aku setuju banyak kasus KIPK yg salah sasaran dan setuju hal2 kyk gni perlu diusut agar subsidi KIPK jatuh ke tangan yg memang berhak. Tapi di sisi lain jgn sampai dgn banyaknya kasus ini jd digeneralisir bahwa semua penerimanya salah sasaran.,negative
@convomfs halah ga kaget kipk sllu salah sasaran,negative
@undipmenfess setuju gua jg banyak benci sm penerima kipk krn bnyk salah sasaran. tapi kalo sampe di pajang nama nya dan nim nya gitu pdhl belum tentu mereka salah sasaran keterlaluan si.,negative
dari kemarin bahas kipk tapi salahin pemerintah mulu karena salah sasaran hey mau seakurat apapun data pemerintah pasti ada human error. daripada salahin salah satu pihak mendingan intropeksi kalau kenyataannya banyak peserta kipk banyak yg ambil keuntungan.,negative
Emg lagi banyak kasus salah sasaran penerima kipk kah? Apa emg dari dulu opss,negative
knp kipk selalu salah sasaran gini sih???,negative
Sebenernya terserah sih ya anj kipk gini udah keseringan salah sasaran yang keselnya itu yang suka kaya gini malah terang2an mampu terus flexing mampus,negative
SUMPAH YG SALAH SASARAN GAK CUMA KIPK. PIP DI SMA PUN IYA ANJIR ORANG HEDON PUN DAPAT PULA PIP TU,negative
Mau kipk or bantuan lain selalu salah sasaran,negative
ija pray for your sanity yh udh ketauan user kipk salah sasaran ehh ditambahi haters bts sabarin ya ka ija smangat kuliahnyaa,negative
i mean dulu gue sambil magang sana sini masih ngepas tapi ada lebihnya dikitdikit buat nabung keperluan darurat. Tapi yh ngomong kipk mah diangkatan aku aja ada yg dari maba user iphone dan sudah jadi selebgram tapi doi baik sih tapi tetep salah sasaran,negative
@la_lalijah @mauisekai_ @undipmenfess hmm iya sih ka betul pns emg per bulan pasti dapet gaji. cuman kalo emg kipk nya salah sasaran dan semisal anak yg ortunya pns dirasa lebih pantas dapat kenapa ga diprioritaskan? soalnya di bbrp tempat gaji pns ga nyampe 4 juta buat gaji murninya hehe dan kena UKT paling tinggi,negative
seru juga melihat drama kipk salah sasaran inii,negative
Bisa buat perhatian yang salah sasaran pake kipk buat mengundurkan diri secepatnya sebelum di kuliti netizen ,negative
nongkrong di cafe punya banyak gadget punya income 2 digit tapi anak kipk hehehehe gue yg dpt ukt 4jt dan ngerasa ukt gue mahal banget nangis liat duit kipk salah sasaran kek gini,negative
@inidsyou owh penerima kipk salah sasaran makasih ya,negative
@hiliricaci @miutlak @Txtfromfashion Nah jadinya malah ga fokus lg sama permasalahan utamanya yaitu kipk . Netizen mulai sibuk menyerang aib2nya di masa lalu. Harusnya juga netizen menyerang univ yg salah sasaran memberikan kipk. Bukan sibuk menghakimi dosa orang di masa lalu,negative
@undipmenfess kipk ini semacam bidikmisi ya? emang selalu salah sasaran gatau kek mana bisa orang kaya ni dapat temen aku dulu beneran susah ga dapat njir,negative
gak kaget sih klo kipk salah sasaran karna bantuan pemerintah banyak yang gitu,negative
suka banget isi tl nge spill kipk salah sasaran ,negative
@strike_bravo_b emang harus diakuin kipk ini banyak salah sasaran tapi harusnya ini masalah struktural bukannya malah jadi konflik horizontal kasian yg beneran miskin trus ekonominya jadi membaik malah dijadiin samsak buat orang crab mentality,negative
@undipmenfess dihhh bego dikuliahin buat pinter malah bego elaahh pemerimtahhh urusin nih penerima kipk loo salah sasaran ahahahaha,negative
@chellacie Iya yang itu sayang banget. Au deh puyeng banget kenapa kipk banyak bgt yg salah sasaran,negative
@undipmenfess Semoga hal ini bisa jadi pecutan ga langsung buat peserta KIPK yang salah sasaran. Semoga bisa muhasabah diri deh nih efek dari keserakahan diri.,negative
Ternyata banyak ya kasus KIP salah sasaran gue dulu mau ngajuin KIPK aja mikir mikir karena gue berfikir orang tua gue masih mampu biayayain kuliah gue walau gaji ga seberapa karena emang cuma ngandalin hasil tani doang tapi alhamdulillah cukup.,negative
ak yakin sih si ija mhs kipk salah sasaran itu malu bgt sekarang... ya makanya jgn ambil hak orang lain pdhl kamu mampu,negative
Maap2 ni w sampe skrng msh suka sensi sm anak2 kipk yg salah sasaran ,negative
Jangankan KIPK bansos PKH dsb.. kdang salah sasaran ,negative
@tanyakanrl Ini dia masih nganu kipk kagak sih. Tolong laporin lah ke dewan. Selain salah sasaran harus dikembalikan smua dana bantuannya gitu lah. Goblog. Jangan dikasi panggung orang macam gini assu...,negative
ada rasa kecewa krn sebagian penerima kipk yg salah sasaran tapi ya bersyukur krn pastinya Allah sendiri yg bakal selalu bikin aku dan ortuku mampu tanpa bantuan siapapun termasuk pemerintah,positive
omg so shameful... anyone yg salah sasaran kipk/nyalah gunain kipk may rot in hell ^_____^,negative
gua sakit hati bet anjing dia masalahnya dapet kipk dan dikesmas. it's our my dream and anyone dream tp malah kipk nya salah sasaran KONYOL BET ANJENG MARAH GUA. GA SEMUA ORANG BISA DAPET KESEMPATAN KEA LU ANJ MANA PEMBULLY LAGI KONYOL. DO APOLOGIZE.,negative
@eeokmin rere tp beneran deh kipk beneran banyak bgt ya kasus salah sasaran gini .,negative
kapan ya kasus kipk salah sasaran gini kelar kyk adaa aja,negative
Beberapa sebab kenapa program beasiswa KIPK banyak salah sasaran: - kuota banyak - syarat terlalu mudah - proses seleksi kurang ketat - integritas para penerima kurang Next...,negative
Jangankan KIPK program pemerintah yang lain aja banyak yang salah sasaran. tak kenal maka tak kebagian ,negative
@YUPIEN_FESS KIP salah sasaran tu sebenernya ambigu karna beberapa penerima emang kurang mampu tp gaya hidup dan cara mereka hidup aja yg maksain hedon. Tp gaterima juga si karna yg dpt ukt gol 7&amp;8 gaya hidupnya jauh dibawah anak2 KIPK yg sok hedon itu wkwk,negative
Duuuuuuh kemendikbud perhatiin deh ini kipk yang salah sasaran ini udh banyak bet kasusnya kek mana lah yg midclass kasian kocak yang ga daftar kipk karena berada di tengah-tengah jg pusing KEK udahlah tolong perketat settingannya. Jgn asik gonta-ganti sistem sm kurikulum aj,negative
@diantaratitik @raenzaraenzaa @itsurboihyl ada beberapa org yg emg layak dpt kipk tp di sisi lain emg butuh laptop bagus buat nunjang kuliahnya. jdi kalo mau kritik kritik ya mutlak ke org2 yg salah sasaran aja. jangan generalisasi ke org2 yg beli laptop bagusan dikit buat nunjang kuliah,negative
undip banyak salah sasaran ya buat kipk? kakaknya temen gue di undip dan dapet kipk. padahal mereka hedon dan emang holkay art nya aja 2 di rumahnya,negative
@viaviovieviu @undipmenfess Aduh kak ada pahlawn yg blg jgn hunt witch. Serba salah g sih spill pelaku kipk salah sasaran nih,negative
@diantaratitik @raenzaraenzaa @itsurboihyl gue gatau org yg lo ss siapa dan fyi. kalo dia adalah yg lo maksud sebagai org yg salah sasaran ya serang aja dia mutlak ke dia. gausah meratakan ke semua anak kipk yg mati2an nabung demi memenuhi kelayakan pendidikan di jurusannya yg mungkin butuh spesifikasi barang bagus,negative
sdih bgt dah kipk salah sasaran gini. mending buat org yg bener bener ga mampu t_t,negative
Emang KIPK banyak banget yg salah sasaran. Kasian Mahasiswa yang bener2 butuh,negative
lah ngaca anjer pendidikan ga merata tuh salah satunya karena KIPK yang ga tepat sasaran dan malah orang kek lu ini yg dapet. kaca se-aesthetic itu emg ga bisa buat ngaca liat kelakuan lu sendiri kah?,negative
Rame kipk salah sasaran sampe bisa beli tas mahal ipad nonton konser dll. Meanwhile ada temen w yg dulu anak bidmis (sebelum ganti jadi kipk) sampe ga pernah mau naik lift jadi tiap kuliah dia naik turun tangga 9 lantai,negative
@diantaratitik @raenzaraenzaa @itsurboihyl lo ga mengarahkan itu untuk org2 yg memang salah sasaran. di twt awal lo cuman bilang kaya gini tanpa menjelaskan org2 yg salah sasaran atau org hedon yg berbohong di kipk. https://t.co/lAZ71WxFgZ,negative
wkwk sedih banget asli bahkan sodara gue aja yang memang membutuhkan dan mengajukan kipk ga dapett???? ini malah salah sasaran gini apa gimana sih..,negative
makin sini bnyk kipk yg salah sasaran katingku hpnya ipon laptopnya macbook ignya healing mulu jg dpet kipk wkwk,negative
 lagi dan lagi penerima kipk salah sasaran ke byuti influenza. imo kalo memang pada saat itu lo segamampu itu ya wajar aja tp skrg udh mampu kan? knpa ga dilepasin aja kipknya? byk yg JAUH lebih butuh,negative
@undipmenfess pake materai dan minta mengembalikan seluruh dana KIPK yang sudah diterima... Kok enak main mundur aja padahal udah salah sasaran KIPK,negative
@niwseir duh selalu narasinya begini: Emang anak kipk ga boleh ada perubahan nasib? ga boleh beli barang bagus? pliss kipk ini uang rakyat ini salah satu bentuk monitoring dan harusnya dimonitor penyelenggara bukannya malah masyarakat yg diadu karena kecurigaan gak tepat sasaran,negative
@convomfs Kok bisa ya penerima kipk sering bgt salah sasaran gini kasian sama orang yang lebih membutuhkan,negative
Mending fokus ke kipk yang salah sasaran ga si @ digidegu ,negative
@niwseir @cmfrtablydumb Merasa nggak mampu kok bisa beli ini itu ya kalau bisa beli berarti lagi ngerasa mampu dong. Regulasi ya ada penerima kipk bisa dibatalkan dari bagian penerima makanya itu tiap kampus biasanya ada tempat buat ngelaporin yg salah sasaran begini,negative
masyarakat juga makin cerdas utk liat mana yg emang KIPK salah sasaran dgn bohongin data sama penerima KIPK yg layak ️ Mending cepet ngundurin diri aja yaa kalo dirasa udh mampu bayar UKT daripada makan hak orang lain??,negative
seperti biasa kipk selalu salah sasaran awokawokaokawoakk,negative
gue liat kasus2 salah sasaran kipk gini udah gabisa ngamuk lagi tapi sedih.,negative
@thaiteanjmn emg banyak yg salah sasaran deh ini kipk astaga,negative
Kipk aja bisa salah sasaran apalagi makan siang gratis yang katanya buat mencegah stunting ,negative
@undipmenfess Ni univ kayanya banyak keluarga mafia ya ampe salah sasaran gitu KIPK,negative
